Type,Age,Energy,Playfulness,Curiosity,Affection,Outdoor Time,Interaction Time,Weight,puzzzle,reaction,retrieval,Intelligent,Intelligence
Tuxedo,8,6.641299659952459,4.592294793969287,5.235406563451005,5.844971844446528,6.186871676222822,3.6015215408944785,5.030974538161827,24.219494725450428,3.5580681575239823,94.268660868772,0,False
Calico,14,1.5208188777743645,1.44409983336065,1.4006373271994712,7.846061926811305,3.168825920179774,4.862829917161556,3.9426053956156077,24.66147723121051,4.478352190691409,53.14983172828054,0,False
Tuxedo,13,6.54102933971271,5.79931297127369,6.209329495654181,2.193540701412462,5.3923198373262995,1.2961098363158672,5.217481812286016,20.271567152561254,1.402497844378387,100.0,0,False
Calico,11,5.276334437471337,6.400491346745618,5.457700214310368,3.050364907559663,4.6855107944392556,2.004642673520049,4.576686461934617,16.79732862934505,1.1835078784322426,91.71804381320375,1,True
Tabby,8,5.688228330138603,7.343099734860178,6.729475961082747,3.0942653408148177,5.096468668302203,2.379918195207018,3.8952056230865746,12.818088827638299,2.5663291034687443,100.0,1,True
Tuxedo,6,5.902048443436488,5.558184084284851,3.777953338492539,6.385096556371805,5.630763599297811,3.392479000464462,4.1209907802538215,21.049855795840354,3.845002628054554,100.0,0,True
Orange,3,6.780729980238791,6.666569018299117,8.82172850386761,1.6976291927955773,7.903279917111853,1.6876738020068427,3.8516813173367743,20.59955804709802,1.419993513093058,100.0,1,True
Calico,11,6.551507347313434,6.945789860614747,7.189839535067596,2.066096000287538,5.572635851221625,1.3835473062410144,5.7264959616512305,4.504134441274713,2.732327800305044,100.0,1,True
Orange,2,5.693555325421307,5.526467525508608,4.728961565350698,6.320219479939972,6.381325009259919,3.3704523304812666,5.4538109391327065,19.130713176222763,1.7004614847838797,100.0,0,True
Calico,11,3.2078848871875483,2.151738384298447,1.0,10.0,2.3735052864849853,5.0,4.382339665980852,29.084752112291223,3.041651000057082,69.81479507258656,1,False
Calico,14,6.432394948198759,4.429833039835609,4.387867319825199,3.1694010439911597,7.3245338151493495,1.9555919189346225,5.787887859039687,28.236834158418436,1.5552249003424077,92.99267953060557,1,False
Orange,11,3.7225995993362737,4.38635101560245,4.023403613088888,7.38737431761269,2.259774436826551,4.669756807087495,6.46587047788906,21.128809562742813,2.327835771175844,82.74034614757507,0,False
Tabby,13,1.0870734888198008,1.0,1.0628932224160057,8.452919091136502,2.4437043708437423,4.99635890258789,5.20200174979243,22.194711126608507,3.9996478164462816,50.2978437422458,1,False
Calico,5,5.370689822763574,6.004044646218941,5.228347877717179,4.938197104671071,5.396246203702464,2.492478118978073,3.1597927857368235,13.49142354690734,1.571354705240092,93.27000026331022,0,True
Calico,3,4.230851132696037,3.51365871769768,3.8884976578901393,5.525433565881228,5.054668982033207,2.994842874054299,7.247079641234354,17.420903612786674,2.099933628518119,97.95623333413909,0,True
Tuxedo,5,4.939288179319813,6.422032860983015,7.1428444480967626,3.3587546124230574,3.046023275820425,2.4831098349942797,5.829101784945216,13.615221650262368,0.8135594348705619,100.0,0,True
Tuxedo,10,6.0403168235570615,7.298440121382949,7.599153813712822,1.5157857222820503,6.191485542894162,1.5521210629217743,5.493425261999623,20.775109419979906,1.8051701103456195,100.0,1,True
Calico,2,3.930419142324923,4.70930334399652,6.0466324706514705,4.117525443779845,2.4865620943654805,2.2375123439642604,5.799742026260495,12.40128820887474,3.4035053165175877,76.33428839317453,1,False
Orange,13,6.059276351140742,4.880175079644253,4.560358264934893,4.818047503751952,6.9873188636202315,2.4896310480314146,3.8028896771472125,10.583788669153929,3.8946289191923342,86.98108109067063,0,True
Calico,5,5.799596284588474,6.5127222626531385,6.856087329565484,2.5821041775657316,6.923095165761788,1.4618959058707375,3.2280431309059363,12.467146989909155,1.5302486467541008,100.0,1,True
Orange,3,3.6719802334726834,2.393165861420112,2.687408532220771,5.5228571193457245,1.8376769322730495,3.578673102791754,5.643369030546179,24.87287576352593,3.889276850201533,74.04481958442,1,False
Calico,1,5.1075288313273255,4.944209628658414,5.403276814689915,4.768956870411798,3.152491594099887,3.229948819418649,3.0432129514183597,21.277487688744603,2.517422843217736,74.27705438516713,1,False
Tuxedo,7,6.416700106644251,6.673732313540264,7.225600257485532,2.1278715642510244,6.630321607594514,1.5975070956992894,5.3917955216570475,9.731313337656463,2.2425212878388097,100.0,0,True
Tabby,14,5.455591230191847,4.39218716653434,3.6368602630136904,8.04406316858106,3.8006526827438045,4.273527124757827,5.487616399302283,22.182145263523683,3.483580820985228,100.0,0,False
Tabby,6,5.222822403410788,4.847707129716777,6.092354305604539,4.03551574765818,5.271426135403472,2.619251024592681,3.8786471314803888,18.026184571312186,2.976152321824147,100.0,1,True
Calico,12,6.643565662773988,5.549703078349593,3.907439101188833,6.606249004399036,5.830669585727978,3.9676843837816125,4.771124158752535,22.504653986771327,1.4021743748140065,100.0,1,False
Tabby,9,6.860745839500409,6.605294715898373,7.11121173548783,3.05450399927519,6.353551925302123,2.341173596586553,5.910188296080802,7.076313130626968,0.951685360766077,100.0,1,False
Tabby,1,7.946865007337486,9.26567031865321,9.620160091114839,1.0,7.432784311922412,1.1084531841936114,4.692763457779709,8.500015739032948,0.5,100.0,1,True
Calico,4,6.164492936457086,5.881272529589514,7.6363589715872395,2.0616317847471803,5.821321147205502,1.6112566504895316,3.2907294284975457,11.17735019954581,2.1978710115331563,100.0,0,True
Tabby,5,0.9959613783209358,1.2426221358355738,1.6026263872511635,9.360094076766655,0.0,5.0,3.9268500685093124,28.4822081824008,4.720245498909093,72.51038445510703,0,False
Calico,11,-0.3320194636344551,1.0,1.0,7.703544913932759,0.0,4.349496035603626,5.679421215604688,29.22263444181076,4.491399387942891,59.179148855293455,0,False
Tabby,7,6.689213126421964,3.3204167849615804,4.566044357863496,6.174160725680519,7.893270418722642,3.9416741019825867,4.889896007583885,19.59790090561124,4.173970371338536,78.7510953815979,0,False
Orange,2,7.644809757716482,7.6392433404818885,7.0082177021791585,1.5739630568154142,7.391510110819308,1.7129345014480948,4.008149444020732,12.450911442913583,1.9528867091827502,100.0,1,True
Tabby,6,5.259062329218075,4.900226759695888,5.468969315857649,4.445676461841696,6.761534701485779,2.804056192244934,3.5387900265901058,18.585888617575648,2.3363785753648565,90.05469516593978,0,True
Tuxedo,5,3.888667475613783,4.699523478737572,4.6610568674927,5.751582199282565,5.510257088806002,3.2946896085783677,6.359394757466678,15.589658469487393,3.882103315720469,86.14150749866215,0,False
Calico,1,6.084710208383488,7.59895250277888,7.973099324835651,2.1285353059864898,7.212777515711405,1.8957557612154792,6.403042171432287,9.635355459337632,0.5,100.0,0,True
Tuxedo,2,4.661710783514021,3.7908405665615015,4.825285938732592,4.303870047085813,4.936442796740004,2.4947731795173107,4.655658214053566,26.81366210255774,1.9866773774145057,100.0,0,True
Calico,5,7.264719762710927,6.797031048136698,7.373033879421945,1.1928905535432799,5.380499007544381,1.495703020414818,6.730241869295957,15.405762347846753,1.0749920443009846,100.0,0,True
Tabby,13,4.5622306037780085,4.109324858961001,4.621275239686465,3.8455549135157416,3.075442358942835,2.4160641117373745,6.03925782915861,19.752890008875603,3.1419401982133257,80.190808926878,0,False
Calico,9,4.344069227445279,3.706509647951279,3.328122652432096,5.993827189644741,6.264807982963977,3.9332846066702785,4.641148229849932,25.50819974430708,4.059738887371252,83.10647505916089,0,False
Tabby,7,6.09351769233064,6.089230895503812,7.666560211864393,2.2235371730422617,5.687547632456473,1.908077768416196,5.077541092030481,17.665440096898113,2.354772348557328,100.0,0,True
Orange,3,6.208954985806017,8.698027246465902,7.912853046599087,1.0,5.631656528390066,1.1768608040890072,3.0746384421343205,19.141709991879292,0.5,100.0,1,True
Calico,4,4.441020942231328,5.699792334781877,6.167067343920087,4.358064936631958,2.4528264600727314,2.52837835923811,4.06444020798321,10.937353695886353,3.614762251066754,100.0,0,True
Calico,1,5.268631444061079,7.600506257613793,9.602653778490378,1.0,6.231749132481753,0.7664034124321798,3.678012002527402,7.228777581025237,0.5,100.0,0,True
Tabby,11,4.006874907695803,4.758736596611065,5.948266799805998,3.0339645800149713,4.320050731426226,1.517050273523223,6.479695052196883,22.10766964889886,4.300548393851179,79.50103620343535,0,False
Calico,5,6.347206566468696,5.291304772687971,5.093458206313936,5.327570253970687,4.492255549863356,3.0438565934346626,3.9452605746754754,12.972109731689109,2.0424705250485067,100.0,1,True
Tabby,10,5.843334704649173,7.055483095771052,7.217440888577476,3.5215505201557145,6.250291216877479,2.3728558496417422,6.015236410475149,18.436749279545516,1.0963384558983575,100.0,1,False
Tabby,13,3.043295167339659,2.680055313037188,2.2348252750487037,7.79003249197569,3.845256157407915,4.292618073585546,4.9257310959822895,28.252000458101154,2.7522487315556514,71.19400852390925,1,False
Calico,6,4.377141736167393,3.462784214849686,4.97605053770403,6.795713186292579,6.1345767281463175,4.310322592659222,4.63020993725105,30.0,2.4181403762620546,95.65041600472034,1,True
Tuxedo,4,5.0484818034185395,5.4200956202273955,5.354511924818914,4.830980466814285,4.853690605094925,3.2813976540456875,4.641170617121246,22.944932811133686,0.9562256074971878,100.0,0,True
Tabby,2,4.547545093094476,2.9116226504189333,2.973812522290485,5.001085092227033,3.2359873090071085,2.7535515344947368,4.7922953162819635,28.999990901725734,3.274651447885528,100.0,1,False
Tabby,12,6.043079088987424,7.286934260490517,8.391215249378616,1.0,4.079282381035115,1.2712254972388641,4.180690725406716,11.928852689043463,1.326985663285043,100.0,0,True
Tuxedo,6,2.904849857241586,2.663362629493674,2.523574766267888,8.835361166955757,4.768641353961517,5.0,6.500468865393333,29.884549106179183,3.935470668137969,73.12364956038873,0,False
Tabby,3,4.6215767097349785,3.203738596936209,3.621834774350398,6.219549471313444,5.522088531777036,3.1811360127683486,5.508848614466464,21.00566036092247,3.801367078505364,84.94420500316262,1,False
Tuxedo,5,6.041772177289899,7.580752053166597,6.291354302939768,3.753014814077856,6.9902481236339025,2.1134593211173116,4.186513227339271,12.612869399132988,0.5,100.0,0,False
Tabby,1,5.946029887926779,7.857796385823102,7.932209275730409,1.5763673775614315,5.612385120502179,0.9692754635811838,3.0208418994404354,17.283116375979763,0.5,100.0,1,True
Tuxedo,13,4.960567625836167,3.4894002525624885,2.977349954918255,5.442377297386226,6.275386709061442,2.900926464912489,5.437767409066147,28.175861393360645,3.6777005799104625,83.79129796129072,1,False
Orange,11,11.012586759644597,10.0,10.0,1.0,10.0,0.5500645660320144,5.690266775469404,8.45529003184178,0.5,100.0,1,True
Orange,5,4.941189247076091,5.569878597366172,6.624371362843641,2.6569833177727515,5.531050036596008,1.7710163852204568,6.017554423288924,26.298483694198676,1.6476454475730566,100.0,0,False
Calico,7,3.755251039538274,2.670920921552359,1.7402864449260462,6.982029371022306,2.5265569099628316,4.267103273938737,4.51408814988171,22.07916047626422,3.0457679031250033,77.47585356065933,0,False
Tuxedo,1,3.7255465854571588,3.3961395435624864,4.459338786141723,5.4805555733275915,3.2994594068997736,2.8869302772917003,5.123896639732742,20.99019401505622,2.795432654347544,95.72640493016071,0,True
Calico,10,3.9308200703746303,2.3720823484635325,2.1723750807042386,7.855810554454312,5.246004811718523,3.9420038064860075,4.340001261553755,28.8610616273751,2.1140904435255825,76.05738084645542,0,False
Tuxedo,4,4.688868644356604,3.8680486195121233,1.420389619975103,7.668546565540678,5.931007235835594,4.651395854650007,4.694322722134438,27.777018667367642,3.838560198400835,74.04773837085195,0,False
Tuxedo,6,4.777785804047597,4.443844009912228,4.780481623717426,5.138690933612043,4.460511422528513,3.338675237780597,4.434915267353481,19.687158402566094,1.674860256494014,89.16771703986863,0,False
Tuxedo,12,5.509000283589836,5.58229872576195,5.822787221488402,4.882866701357473,7.001495092082822,3.0401057256812534,5.1461684358528315,14.934368112310416,1.6456391880114616,99.5910894609623,1,True
Calico,9,3.342527227015486,3.003102630047221,2.947592085791642,7.655785717731229,3.140693102507231,3.980924256415344,5.191274140345678,30.0,4.615745560926167,89.30455190170353,1,False
Calico,3,8.170882689976821,8.095141232951411,7.431365204169076,2.4238630862395842,6.332934608454893,1.2392295441496977,3.476083073782007,20.771666727657518,0.6370874747874287,100.0,1,False
Calico,7,5.820896759454513,4.386885862679321,4.051447305742573,7.568111176396076,4.905978194031759,3.9866273734267916,6.050124799926042,28.31437324895672,2.627649952581019,100.0,1,False
Tabby,8,3.0019992091818013,3.236045094918355,2.8334504022352345,7.413238859712286,2.097140487375176,4.6758196972163555,4.583913541938671,23.131869260419393,2.9461545407843857,76.79786248875718,1,False
Orange,4,4.67721835043364,5.417012689775862,6.045494387945214,1.4883931195283795,6.427726244943457,1.1253753008705951,3.7728734410799474,25.08303009354612,1.4133817107422462,100.0,0,False
Orange,8,6.627148883605184,9.409764044013045,8.267169359573046,1.497782078695229,5.2004813876961595,1.4830520078075542,4.361051584345935,18.841211571062843,0.5,100.0,0,True
Tabby,3,3.6952695801112814,4.453067459691451,4.255231892025064,3.965843572867076,2.9363843771880287,2.374292573490269,5.390867290951327,19.80339164583422,3.22378047270048,87.2259729482073,1,False
Orange,9,3.5149551130808465,4.042790179118471,3.762946853824606,5.474927960327683,4.065860239654495,3.025922752081663,6.132036342497651,15.54843557532881,1.5425363854392118,91.17444123657675,0,True
Orange,7,6.3676842510729115,6.705033742521733,6.916277659813863,2.6580605183022836,7.135872367948083,1.820381083784382,3.980213008194131,20.30137025090317,2.3452056262260434,100.0,1,False
Tuxedo,7,5.294888124557232,5.108346675857361,5.653751433389053,5.885756565378744,5.173231192423871,3.0365595777252996,3.6515389473281283,17.828462218663923,2.4350154708045593,100.0,0,True
Calico,8,6.150965564013779,6.954616115835593,6.612858090502012,2.942305147760144,7.933214312277452,1.9613071911355835,3.7611224325431554,13.556738256248735,1.4355045146284324,100.0,0,True
Calico,3,0.8842378355690643,2.5810244173593624,3.190443595632825,6.736589686764111,2.397466593085269,4.325009286741157,5.019088331084568,30.0,5.0,73.57426199304504,0,False
Orange,12,3.886778477433099,3.0178348701075395,2.3820532902845306,9.872120866581655,5.163481765387173,5.0,3.4216648096641062,24.44583874045297,4.085676403340902,72.19532129011222,1,False
Tuxedo,7,5.8623578682648185,5.768654146011593,6.617830520839239,2.8971067904833454,7.08031011149612,1.979583123187198,5.444195772924712,21.40266524217402,1.5823194365791289,100.0,1,False
Calico,6,5.883483165535568,6.758250160416339,7.960192341543012,2.045654850579351,4.352715795231426,1.1420986547248346,3.4442775183644683,11.544604584287752,3.1750513836385617,100.0,0,False
Tabby,3,2.327491506919541,3.9598235233131898,4.19782745897428,5.5247487899202445,2.2242726819167973,3.2758693727477493,3.453307001605029,24.42336864210035,2.625032492806916,90.13871239441447,1,False
Tuxedo,13,4.532217091177551,3.2720038061888657,3.4195224990527127,7.069649746452217,4.142748417063162,3.889601804213316,5.124134688987028,23.33769741282377,2.311720141584793,73.13505620477011,1,False
Calico,6,4.123870809710406,4.260735480432387,3.3852021003594808,6.130462842566118,5.319125362722421,3.9884999204972824,3.893385631935925,30.0,3.1564185805979355,86.54746120412482,1,False
Orange,1,3.4932860330702233,2.01294720692591,3.4245564569299978,6.551029861027029,2.245608917814469,3.8974269440062397,4.289783713160307,27.275988690003942,3.5481381860757097,53.769580555024504,1,False
Orange,10,6.905747215271117,6.927035255016896,7.555599933349618,1.5581847311682846,5.1364128650990395,1.3265274640673592,4.116539213376852,13.022922289347038,0.60460581245699,100.0,1,True
Calico,3,7.81985390660672,7.583495030816418,9.24991637083055,1.0,9.007152262216286,0.6914906537777141,4.933577289914216,17.393749395312675,0.5427803765311013,100.0,1,True
Tuxedo,4,6.537078954701505,4.406843291974582,4.929312727616288,5.897816185737959,4.920453167992548,3.0564167566881064,4.581782101119756,16.950658148577638,4.214630526937982,94.12679436890637,0,False
Tuxedo,10,3.919629734984732,4.703222333450518,4.50612549567114,5.775751047113707,4.592322648601181,2.9260470877712548,3.43945635719306,21.737672709477778,4.608999271244387,79.24905208632457,0,False
Tuxedo,8,8.996467397974937,7.142634978661048,6.562631322670509,4.1045416613854435,7.842265431961296,2.3065837516197476,4.639861985151162,16.892710502099195,3.251051024285432,100.0,0,False
Calico,7,7.877457581280085,8.652251879103853,8.639399760427457,1.0,5.893295736317123,1.3547197212081863,5.106845981163685,14.473609200434687,2.2029164134162835,100.0,0,True
Tuxedo,11,4.630318771912827,5.281450614735297,5.2436364649961575,3.8055410919459076,2.9626840562930923,2.3451401620897214,4.920037889903512,25.729755937337384,3.1336647273426372,100.0,0,False
Calico,8,3.332475917541628,2.340311544065779,1.2075361700826197,9.494327334062984,3.42590184166272,5.0,5.533286040820651,25.87118214060855,3.7820397771582273,90.17564466329243,0,True
Tabby,14,4.126235026699354,4.299204124924839,6.481587975380515,4.10185614031005,3.9557730975797245,2.58206585924398,4.323566904034115,21.33835915515121,5.0,100.0,0,False
Orange,2,3.6535106713651997,3.9975942106523057,2.6594339840612085,7.788806311291921,2.186650841928396,4.28120094765791,4.0667395813373926,28.391000850175846,3.512564162556637,100.0,0,True
Tuxedo,12,2.2190229698777264,1.0,1.0,8.451091772172028,1.9851933678050129,4.943222105553257,4.372365375310609,23.348783315249847,5.0,64.31669877036919,0,False
Orange,4,3.686658457359803,3.687245006016072,4.758363150642886,2.789330065535697,2.2789804655873707,1.7867962407469604,5.126322788232566,16.073451568292707,4.071632839462442,83.64428103304428,0,True
Calico,2,6.224757443280124,6.733020281115754,7.582008743455754,1.0,7.623028197006775,1.3129000397379806,3.254521073342107,19.908264288516342,2.705098104282127,100.0,0,False
Calico,11,5.214814101403071,4.175499825103085,4.023073024907528,4.82828553837521,6.991214655393357,2.5534488777687536,5.534620807433661,22.32648336864767,3.4968561156021143,94.82415271211272,1,False
Tabby,12,4.316095108163869,5.314558903893087,5.824405318240966,2.957040710337246,3.5129709839787866,1.57622009588933,5.718981966548723,11.480546539783921,2.5719784379894826,85.89680280431683,0,True
Calico,4,2.068630695791611,2.247840389655727,3.5374324441313094,7.324201704434476,2.1100262008767023,4.113307613684714,4.764730554985842,21.72456646761466,3.2424510838875324,68.37413100450172,1,False
Tabby,8,6.515594044938253,7.531645139776904,7.8740817965660375,1.1442417343995208,7.8401230010380925,0.7927918139125144,4.126536397997016,8.296407572508961,1.6354369964105753,100.0,0,True
Tabby,3,5.965416688518052,7.767787852631377,7.2458028691568845,1.0,6.847032479218064,0.8259225867591963,5.621842317243185,11.980322441666075,1.2578792739753115,100.0,0,True
Tabby,6,5.277124478730079,4.915603616815615,5.9066446023135475,3.3996568068182507,4.41105449036367,2.2847177631538482,5.013870780902855,18.798042287590214,2.2182791762552987,100.0,1,True
Orange,6,6.136113098629178,5.219586348164881,5.633408227975385,2.8320799498707516,6.404446903237444,1.715666759585265,2.7146392937064623,20.20760761727844,2.6990687178287542,97.42901000057024,1,True
Orange,9,5.422968611857251,5.424208486362355,3.811661432867078,7.372514881425113,6.1010226931105915,3.921390157157854,4.818793496781877,17.46435204453618,1.049820921180454,100.0,0,False
Calico,8,4.197254853684468,2.9383609004001547,1.0,10.0,3.057395636451921,5.0,3.9584245621495344,27.085917985470836,3.890905774902515,66.8035468263112,1,False
Tabby,3,7.2224887745267266,6.798971472186356,6.797844693394415,4.2076880786292215,7.2649252203715955,2.612656368099619,2.5,12.969168505358073,2.258346126053596,100.0,0,True
Calico,6,4.1320448447713805,3.893751256640242,4.989506404369346,5.836959677477944,3.449231399207095,3.1593865507741987,4.473496530495282,23.266892694227604,4.350572880349498,100.0,0,True
Orange,7,8.029883351820867,8.517187040625858,9.347170932470936,1.3087697196076262,9.726263488348895,1.2174526993397863,4.225135297907578,13.60691880548223,0.8580408235457292,100.0,1,True
Tuxedo,2,6.361579838830329,6.71183231994564,6.070663092589403,4.759856345568716,5.394642290610184,3.2609819932779756,4.154957357977612,26.313036470488306,2.2176247403730764,100.0,1,False
Tuxedo,8,4.0006195158782925,2.5170974666596546,2.133228955042463,9.122530699963974,2.3362952114543125,5.0,5.254740839315861,21.336265311167907,5.0,73.79588471010837,0,False
Calico,13,5.091700864281795,5.422181969701575,5.598197448067654,2.6239898693522425,4.47526375161128,1.5977683213374825,6.738728002439933,15.239164718749414,2.3368395615507116,100.0,0,True
Calico,12,6.359521403588682,4.906982420406725,4.467200727419666,5.99059942604242,5.073130792564878,3.742421064366269,4.668802391014754,25.602212796825437,1.7500021427126686,83.43702718709633,0,False
Tabby,13,2.4906892626283965,4.337698548615363,5.136453849379058,5.574059391086645,3.407752283273511,3.4749731600233456,5.061061171172049,22.59214962403826,4.021362807212964,100.0,1,False
Orange,6,7.55326048877825,7.257894307305142,7.762766043359527,2.380835974616142,9.408346904500736,1.220192153822897,3.902755415748344,17.044477081498137,3.4434126927898694,100.0,0,False
Tabby,5,5.702908714956748,4.66430710712073,5.65557080713666,5.066060198085309,5.499977469897186,3.0061567226302817,3.1484891810241304,12.31653553023586,3.494567472446212,92.84183620433903,1,True
Calico,14,2.48923491034634,2.13747365036122,2.1341586537589627,7.659208666377792,2.931546215385287,4.652728437974455,6.08267528048161,30.0,5.0,53.48615639283403,1,False
Orange,5,8.69298536378578,9.088604515105468,8.882173849474766,2.1272850309040234,8.534293652505065,1.8656998634150657,5.466891429470463,6.847524354435905,1.858202241585777,100.0,1,True
Calico,10,4.269574014125271,4.064754200945416,2.236881332484211,6.499195976036886,4.96672783251603,3.9823388579755608,4.931466551677772,25.153741782195425,3.0137204161739506,89.88576668655226,0,False
Tabby,9,6.6167758863245725,7.087448734425557,6.85598162578318,2.7529770685838484,4.859204111085733,2.1775752020128194,4.490604336778878,25.058937564079123,0.5,100.0,1,False
Tabby,9,3.6195453046227266,5.077340427863319,4.83337642119813,5.014602216137087,2.6982534017357636,2.6550285184946163,4.297729862208932,12.98486958018772,2.647700574424225,100.0,1,True
Calico,14,6.69572522760538,6.617674530312713,5.5358163039462465,5.479844204488937,7.462855588412804,3.138566204136003,5.313559964440561,23.06701078676168,1.2351992609071858,100.0,1,False
Tabby,14,5.852016055644155,6.052385331385505,4.787658401351783,5.061178236016684,4.837744724241379,2.583613575601867,4.077396817779263,22.12603148621029,2.3478125370104377,100.0,1,False
Calico,2,4.27971987059342,3.526123484969637,2.5413052881599736,6.314915787904617,3.516265771481914,3.3444497727591256,3.808790859531356,24.414940627084622,3.7820874416721555,82.8229647934446,0,False
Calico,3,5.788399377637724,6.476314561322379,5.262591822002797,4.052944141850972,6.9357498315287,2.099947045618194,5.123294269101429,26.164723187595577,0.5,98.23192848931672,1,True
Calico,14,7.118555743728042,7.505836800886842,7.194337928375599,2.459421740678917,6.9059087685277385,1.8380365899355289,7.84329898644641,2.641899419895884,1.6457674351396652,100.0,1,True
Orange,8,9.868440992306297,9.943437066509338,8.696681779676153,1.0,9.645833405466107,0.9679605813928608,3.5488037424302905,16.583222958257878,0.5,100.0,0,True
Calico,7,5.2927468924292445,5.358069707304561,4.842645593051767,4.8519503032212725,3.8578984200771127,2.978453909922072,4.316603404106853,19.51593728786119,3.259236704979334,100.0,0,False
Orange,7,3.6662278490970133,3.559887652924176,4.477326729055633,6.903709192213744,5.6153592432405794,3.494831430256059,4.514980303566464,12.82103590846886,4.027572956249702,93.2652647889371,1,True
Calico,1,4.189198874305993,3.2778829892604495,2.901492178912152,6.37593093119401,4.360162890141348,4.159172135674973,5.381894320901003,30.0,2.4670699006631094,76.9667782930699,1,False
Tabby,7,3.8177329540414537,4.136940059859822,4.905595998950165,5.622850340519926,4.7791628856001935,3.8056429936584673,4.817335883417059,17.47229241008689,3.499780185907298,88.48888316607449,0,True
